prompt,audio_url_a,audio_url_b,model_a,model_b,is_attention_check
"Here we have several standing crystal bells being played. They produce a sustained, ringing, high pitched frequency that would be suitable for meditative and relaxed environments. The woman sings a short, open-mouthed melody.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ojwVhlh-P1U_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ojwVhlh-P1U_seg2.wav,TF-MusicGen,SASS,FALSE
This song contains a female voice singing a melody along with a flute and strings playing the same melody. You can hear white noise that almost sounds like rain. This song may be playing in a movie scene.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/AcX6rAwFTiY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/AcX6rAwFTiY_seg2.wav,TF-MusicGen,SASS,FALSE
"This music is instrumental . The tempo is fast with mandolins playing a lively, spirited rhythmic harmony with acoustic guitar accompaniment. The instrumentation is minimal with emphasis on the mandolin melody. The music is chirpy, perky, cheerful, happy, animated and spirited.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/D-p9s8y2z_U_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/D-p9s8y2z_U_seg2.wav,TF-MusicGen,SASS,FALSE
"A male vocalist sings this  energetic song. The tempo  is fast with synthesiser arrangements, punchy digital drumming, tambourine beats and keyboard harmony. The music is upbeat, punchy, groovy, youthful, buoyant and exciting. This song is Synth Pop.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/S7rP6coeLTY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/S7rP6coeLTY_seg2.wav,SASS,TF-MusicGen,FALSE
The jazz music features a swing band playing in the background. In the foreground one can hear tap dancing sounds and the crowd cheering. This and the low audio quality leads me to believe this is a recording of a live tap dancing show.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/vDrbslhtX8o_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/vDrbslhtX8o_seg2.wav,SASS,TF-MusicGen,FALSE
"The song is an instrumental. The tempo is medium with a clarinet playing lead supported by a wind section, horn section, brass section and other percussion. The song is exciting and energetic. The song is a western classic tune with bad audio quality issues.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Z-Vb1Ay-zNA_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Z-Vb1Ay-zNA_seg2.wav,SASS,TF-MusicGen,FALSE
"This is an acoustic live performance of an alternative music piece. There is a female vocalist singing melodically at a soprano range. In the melodic background, there is an acoustic guitar playing a simple tune. The piece has an emotion-filled atmosphere. It could be used in the soundtrack of a drama movie or a TV show.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/eWGGj4duzIo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/eWGGj4duzIo_seg2.wav,TF-MusicGen,SASS,FALSE
"The Alternative/Indie song features a mixed background choir singing over punchy kick and snare hits, energetic cymbals that include crashes and ride hits, followed by groovy bass and strings section melody. The instrumental probably contains more instruments in the background, like a brass section or something orchestral, but due to the low quality mix of the song, it is not audible. Sounds epic and energetic, almost like a final boss theme song for video games.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/9vbsI9xFuo8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/9vbsI9xFuo8_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a live performance of a rock song that consists of aggressive electric guitar chord progression, punchy snare, simple kick pattern, shimmering hi hats, energetic crash cymbal and a groovy bass guitar. At the very beginning the sound is gated, leaving only the distant, reverberant guitar chords and punchy snare hits audible. There is also a short snare roll, right before the drop. This instrumental is very energetic and exciting.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/Ls6qMcgpdlM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/Ls6qMcgpdlM_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a tutorial where a flat male vocal is talking, followed by acoustic rhythm guitar chords. The recording is mono and noisy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/GW6pti04qIo_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/GW6pti04qIo_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features a flat male talking singing over ukulele chord progression, after which the flat male vocal is talking. It sounds like a tutorial and the recording is noisy and in mono.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/ftKCLRd9_no_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/ftKCLRd9_no_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features shimmering bells that slowly fade out, leading into a funky electric guitar melody. It sounds cool and upbeat.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/fPIG7nrpgec_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/fPIG7nrpgec_seg2.wav,SASS,TF-MusicGen,FALSE
This is an R&B/pop music piece. There is a female vocalist singing melodically in the lead. The melody is being played on the electric guitar. The bass guitar is playing in the background. The rhythmic background consists of an electronic drum beat. The atmosphere is easygoing and generic. This piece could work well as an advertisement jingle.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/gVMoI2ukbtc_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/gVMoI2ukbtc_seg2.wav,TF-MusicGen,SASS,FALSE
"Audio from two songs of EDM music featuring four on the floor kick pattern, synthesized pan flute, syncopated synth chords sidechained to the kick, piano and hand percussion.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/hLn4HokDEmM_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/hLn4HokDEmM_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features harmonizing vocals singing over punchy kick and snare hits, shimmering hi hats, synth pads, simple bass and mellow piano chords. There are crowd cheering noises in the background as this is a live performance. It sounds passionate, emotional, exciting and the recording is noisy, in mono and slightly distorted.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/He63KV_9Pwg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/He63KV_9Pwg_seg2.wav,SASS,TF-MusicGen,FALSE
"A male singer leads backup singers in a vocal harmony. The song is medium tempo with a heavy percussive drum rhythm, strong bass line, keyboard accompaniment and a trumpet playing in unison with the vocals. The song is groovy and passionate and sounds like the theme song of a football club. The song audio quality is very poor.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/A3vsvL-Yx0Q_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/A3vsvL-Yx0Q_seg2.wav,SASS,TF-MusicGen,FALSE
"This song is an instrumental. It is slow tempo with only an Electric guitar harmony. The music is emphatic, loud , clear and pleasant. This is instrumental soft rock.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/XDBxMQrRaFY_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/XDBxMQrRaFY_seg2.wav,SASS,TF-MusicGen,FALSE
"The low quality recording features a rock song that consists of mellow piano melody, energetic cymbals, punchy kick, punchy snare, female choir, wide electric guitar chords, sustained strings melody, smooth bass guitar and passionate female vocal singing over it. It sounds epic, powerful and energetic, like something you would hear in video games trailers.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/UsHtZ7Bzi0s_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/UsHtZ7Bzi0s_seg2.wav,TF-MusicGen,SASS,FALSE
"The low quality recording features an echoing tom, snappy rimshots and echoing, repetitive arpeggiated harp melody playing, after which there is a punchy kick hit. It sounds groovy.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/24cmo2fEQo8_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/24cmo2fEQo8_seg2.wav,TF-MusicGen,SASS,FALSE
The song is an instrumental. The song is medium tempo with a loud crash tone which undulates percussively and fades. The song is of poor audio quality and probably faded with a lot of humming noise.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/KpwdlYIdtfs_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/KpwdlYIdtfs_seg2.wav,TF-MusicGen,SASS,FALSE
"This clip is a meditative and calming track. The leading instrument is a flute, which is played intricately and dynamically. In support, is a piano, on which arpeggios are played. The track would be suitable as music for relaxation at a spa.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/NSyqj1DXZKg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/NSyqj1DXZKg_seg2.wav,SASS,TF-MusicGen,FALSE
This jazz song features a guitar solo. This is accompanied by percussion playing a simple beat. An acoustic guitar strums chords on each count of the bar. The bass plays the root notes of the chords. There are no voices in this song. The song has a happy mood. This song can be played in a coffee shop.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/iBH5X5SKirU_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/iBH5X5SKirU_seg2.wav,SASS,TF-MusicGen,FALSE
"This music is an energetic Rock and Roll instrumental. The tempo is fast with animated, infectious drumming, lively trumpets and tambourine beats. The music is upbeat, pulsating, thumping, vivacious, bright, with a perky dance groove. This music is Rock and Roll.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/OH2SQhJqZDg_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/OH2SQhJqZDg_seg2.wav,SASS,TF-MusicGen,FALSE
"This amateur recording features a shaker being played continuously. A cajon is played. After about two bars, the sound of the cajon changes to a more open sound. This video is an instrumental. There are no voices in this song. This song can be played as an instruction for cajon players.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/15CZ2h5VL-A_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/15CZ2h5VL-A_seg2.wav,SASS,TF-MusicGen,FALSE
"A male vocalist sings this high energy Country Song. The tempo is fast with animated Banjo, fiddle, auto harp, acoustic guitar and cello. The song is cheerful, happy, enthusiastic, fervent, pulsating, buoyant and animated with vocalising and backup. This song is a spirited Country Folk Song.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/q-sJu8CoZts_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/q-sJu8CoZts_seg2.wav,TF-MusicGen,SASS,FALSE
This is an opening theme for a TV series. It is an instrumental piece. The main theme is being played by a loud brass section. There is a groovy synth bass line playing. The rhythmic background consists of a strong electronic drum beat. The atmosphere is energetic. This piece could be used in lifting samples for beat-making.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/LCzldLY3E4g_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/LCzldLY3E4g_seg2.wav,SASS,TF-MusicGen,FALSE
"This is a punk rock song with an energetic, youthful feel that is still grungy and gritty. The guitar is dark and powerful in the low tones, contrasted by another electric guitar that's bright and warm on the off beats. The drummer plays a high octane drum beat with drum fills between each line of the lyrics.",https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/NzVg-cFQJbE_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/NzVg-cFQJbE_seg2.wav,SASS,TF-MusicGen,FALSE
This is a box opening video. There is a male voice speaking and kids shouting. A rock music piece starts playing with a common sounding electric guitar tune and a simple acoustic drum beat. The atmosphere is generic.,https://YOUR_USERNAME.github.io/listening-study-audio/clips/TF_MusicGen/KjJj5-HvSvQ_seg2.wav,https://YOUR_USERNAME.github.io/listening-study-audio/clips/SASS/KjJj5-HvSvQ_seg2.wav,TF-MusicGen,SASS,FALSE
